prompt,Title,Description,Class Index,pred_answer,score
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Cink Leads NEC Invitational by One Shot (AP),"AP - Free from the burden of trying to make the Ryder Cup team, Stewart Cink looked at ease Thursday on a marathon day at the NEC Invitational that ended with his name atop the leaderboard.",2.0,"{""Class Index"": ""2""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Deutsche Bank Defends Role in Collapse of Company in Singapore,"Deutsche Bank defended today its role in the collapse of a Chinese government-controlled company in Singapore early last week, as investigators continued to study what went wrong.",3.0,"{""Class Index"": ""3""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Dell cuts prices on many corporate products,"Dell on Monday said it had cut prices by as much as fifth for a range of products aimed at US corporate customers, as the computer maker passed along savings from cheaper components.",4.0,"{""Class Index"": ""3""}",0.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.","Australia better prepared, says Gilchrist",Mumbai - Australia #39;s stand-in captain Adam Gilchrist said on Saturday his team was seeking a momentous Test series triumph in India.,2.0,"{""Class Index"": ""2""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Karzai happy to wait for official Afghan poll verdict (AFP),"AFP - Incumbent Hamid Karzai drew  quot;great happiness quot; from his lead in Afghanistan's presidential election, his spokesman said, but will not claim victory until results are officially certified.",1.0,"{""Class Index"": ""1""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.","Chechens Vote for New Leader, 'Bomber' Kills Self"," ZNAMENSKOYE, Russia (Reuters) - Chechens voted Sunday for a  new president in a tense election, but many doubted the  Moscow-backed police officer who was set to win would manage to  stamp out rebellion in the turbulent region.",1.0,"{""Class Index"": ""1""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.","Opportunity Rover Stumbles Upon Rocky, Maybe Watery, Find (SPACE.com)","SPACE.com - Almost by accident, NASA's Mars rover Opportunity has found a rock that may point to a second water event in the red planet's past.",4.0,"{""Class Index"": ""4""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Attorney general is on target with aim at insurance industry ills,State Attorney General Eliot Spitzer has embarked on another crusade against an industry whose wealth-fueled influence makes most politicians cower.,3.0,"{""Class Index"": ""1""}",0.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Yukos faces tax arrears of \$4bn,"MOSCOW: Russias tax ministry said on Friday that it had raised its back tax claims against oil major Yukos by a fifth for 01, to 119.",3.0,"{""Class Index"": ""3""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",FCC exempts fiber-to-curb from sharing requirements,"The Federal Communications Commission Thursday voted to allow incumbent telephone carriers from sharing fiber-to-the-curb deployments from competitors, prompting one incumbent to announce an accelerated fiber rollout.",3.0,"{""Class Index"": ""1""}",0.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Libya hosts  #39;mini-summit #39; on Sudan #39;s Darfur conflict,"TRIPOLI, Libya: Libya confirmed that the leaders of Sudan, Egypt, Chad and Nigeria would join Moammar Gadhafi for a  quot;mini-summit #39; #39; Sunday on Sudan #39;s Darfur region, which the United Nations calls the world #39;s worst humanitarian crisis.",1.0,"{""Class Index"": ""1""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Virgin to Launch Commercial Space Flights by 2007,"SEPTEMBER 28, 2004 -- London -- The ultimate high-end incentive trip took another step closer to reality yesterday when Richard Branson, head of the Virgin Group, announced plans to launch commercial space flights by 2007.",4.0,"{""Class Index"": ""3""}",0.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",IBM Says Its Supercomputer Is World's Fastest," NEW YORK (Reuters) - International Business Machines Corp.  on Wednesday said it has developed the world's fastest  computer, putting it back on top after a Japanese supercomputer  claimed the title some two years ago.",4.0,"{""Class Index"": ""4""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",France Opposes Immigrant Transit Camps in Africa,"France, Sweden and Belgium shot down a German proposal to set up European Union refugee processing centres in North Africa, arguing that the idea would do more harm than good.",1.0,"{""Class Index"": ""1""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.","Working Long Hours? Take a Massage Break, Courtesy of Your Boss","Companies across the country are offering yoga and meditation classes to help employees relax, reduce stress and recharge.",4.0,"{""Class Index"": ""3""}",0.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Crude Oil Rises on Speculation Cold Weather May Increase Demand,"Crude oil futures are headed for their biggest weekly gain in 21 months on speculation cold weather may boost demand in the US Northeast, where 80 percent of the country #39;s heating oil is used.",3.0,"{""Class Index"": ""3""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Federer to meet Hewitt in Masters Cup final,"Houston, TX (Sports Network) - World No. 1 Roger Federer of Switzerland and third-seeded Lleyton Hewitt each posted straight-set wins and advanced to Sunday #39;s final at the lucrative 2004 Tennis Masters Cup.",2.0,"{""Class Index"": ""2""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.","FEC Elects Chairman, Vice Chairman (AP)","AP - The Federal Election Commission on Thursday elected a new chairman and vice chairman, choosing as its leaders two members who pushed unsuccessfully for tougher limits on partisan political groups.",1.0,"{""Class Index"": ""1""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Appeals court faults Oracle in shareholder suit,"Judges send case back to lower court to sort out allegations of improper bookkeeping and ""suspicious"" stock sales.",4.0,"{""Class Index"": ""3""}",0.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Israeli tank kills three Egyptian troops,"An Israeli tank has opened fire and killed three Egyptian troops in a border zone near the Gaza Strip after mistaking them for Palestinian arms smugglers, Israeli security sources say.",1.0,"{""Class Index"": ""1""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Berlin ties Miami mark,"RALEIGH, N.C. -- Brock Berlin tied a Miami record shared by Bernie Kosar, Steve Walsh, and Ken Dorsey with five touchdown passes, and Devin Hester returned the opening kickoff 100 yards for another score, helping the No. 4 Hurricanes hold off North Carolina State, 45-31, last night.",2.0,"{""Class Index"": ""2""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Sony #39;s game war advances to next level,"Rival Sony began its worldwide assault yesterday by launching a new handheld console, PlayStation Portable, in game-crazy Japan. Sony aims to seek and destroy GameBoy and its maker Nintendo #39;s \$5billion hold ",4.0,"{""Class Index"": ""3""}",0.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Third Month of Slow Sales for Retailers,The August start of the back-to-school shopping season was a disappointment for major retailers.,3.0,"{""Class Index"": ""3""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.","Nuggets 112, Raptors 106","Carmelo Anthony scored 30 points and Kenyon Martin added 24 points and 16 rebounds, helping the Denver Nuggets hold off the Toronto Raptors 112-106 Wednesday night.",2.0,"{""Class Index"": ""2""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Tennis: Roddick and Williams ousted,ATHENS Shell-shocked Americans Andy Roddick and Venus Williams joined already-beaten men #39;s top seed Roger Federer in the favourites #39;exodus from the Olympic tennis tournament on Wednesday. ,2.0,"{""Class Index"": ""2""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Olympics: Emotional Zijlaard-van Moorsel defends time trial title,ATHENS : Dutch cycling great Leontien Zijlaard-van Moorsel emotionally defended her Olympic time trial gold medal here. ,2.0,"{""Class Index"": ""2""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.","Retail Sees Solid, Not Stellar, Holidays (Reuters)",Reuters - Holiday shopping got off to a flying\start in the United States this weekend.,3.0,"{""Class Index"": ""3""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",UPDATE 1-Bolton end Newcastle run with 2-1 win,Bolton Wanderers continued their impressive start to the season as they battled to beat in-form Newcastle United 2-1 on Sunday to stay in touch with the leading pack at the top of the Premier League.,2.0,"{""Class Index"": ""2""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.","Metcalfe, Allen back ZigBee start-up","Ember, a start-up that is developing chips for ZigBee--a low-cost, low-power wireless networking standard--received \$25 million in venture capital funding this week.",4.0,"{""Class Index"": ""3""}",0.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Cassini Spies Two Little Saturn Moons (AP),"AP - NASA's Cassini spacecraft has spied two new little moons around satellite-rich Saturn, the space agency said Monday.",4.0,"{""Class Index"": ""4""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Fed Expected to Stay the Course for Now,"If there is a good rule of thumb about the Federal Reserve, it is this: A startling economic report is not enough to sway policy. When the Labor Department reported ",3.0,"{""Class Index"": ""3""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Lawmakers give the space agency greater flexibility in its new &lt;b&gt;...&lt;/b&gt;,"After a year of wrangling over NASA #39;s \$16.2 billion budget, lawmakers have delivered in a big way, giving the space agency its full funding request and unprecedented spending flexibility.",4.0,"{""Class Index"": ""1""}",0.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.","AUBURN 21, ALABAMA 13 Auburn #39;s Strong Second Half Keeps It in &lt;b&gt;...&lt;/b&gt;","For one half Saturday, the controversy over the Bowl Championship Series looked like it might disappear in the dampness of Bryant-Denny Stadium as undefeated Auburn found itself in a fight with archrival Alabama.",2.0,"{""Class Index"": ""2""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Protesters greet Taiwan president during brief visit,"Tensions between Taiwan and China landed on Seattle #39;s doorstep last night when Taiwan President Chen Shui-bian visited Seattle under tight security, greeted by demonstrators both for and against Taiwan independence.",1.0,"{""Class Index"": ""1""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Gannett Needs Ad Pickup to Hit Target-CFO," NEW YORK (Reuters) - Newspaper publisher Gannett Co Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=GCI.N target=/stocks/quickinfo/fullquote""&gt;GCI.N&lt;/A&gt; will need to see advertising demand pick up for its  fourth-quarter earnings to meet the consensus target of Wall  Street analysts, its chief financial officer said on Wednesday.",3.0,"{""Class Index"": ""3""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Rivers soaks up his big moment,The game ball was retrieved following the Celtics #39; 107-73 victory over the Knicks last night. It will be appropriately lettered and presented to coach Doc Rivers to commemorate his first win for the club.,2.0,"{""Class Index"": ""2""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",On front line of AIDS in Russia,An industrial city northwest of Moscow struggles as AIDS hits a broader population.,1.0,"{""Class Index"": ""4""}",0.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Update 2: Tokyo Stocks Finish 2.6 Percent Higher,"Tokyo stocks finished sharply higher Monday, fueled by Wall Street #39;s gains last week. The US dollar was higher against the Japanese yen.",3.0,"{""Class Index"": ""3""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Void is filled with Clement,"With the supply of attractive pitching options dwindling daily -- they lost Pedro Martinez to the Mets, missed on Tim Hudson, and are resigned to Randy Johnson becoming a Yankee -- the Red Sox struck again last night, coming to terms with free agent Matt Clement on a three-year deal that will pay the righthander in the neighborhood of \$25 ...",2.0,"{""Class Index"": ""2""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Peoplesoft Revenues To Beat Expectations (NewsFactor),"NewsFactor - PeopleSoft (Nasdaq: PSFT) said on Monday that quarterly revenues would beat Wall Street's expectations, due to an increase in the number of customers making large orders for its enterprise-application software.",4.0,"{""Class Index"": """"}",0.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",IBM sells PC stake to China's Lenovo,"China's biggest computer maker, Lenovo Group, said today it has acquired a majority stake in International Business Machines Corp.'s personal computer business for \$1.25 billion, one of the biggest Chinese overseas acquisitions ever.",3.0,"{""Class Index"": ""3""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Dunn Sets Major League Strikeouts Record (AP),"AP - Cincinnati Reds slugger Adam Dunn set the major league record for strikeouts in one season with 190, when he fanned in his first two at-bats Thursday against the Chicago Cubs.",2.0,"{""Class Index"": ""2""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",This week in merger news,This week saw three merger deals worth about \$60 billion--including one that ranks as the largest software merger in history.,4.0,"{""Class Index"": ""3""}",0.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.","Rights activist, environmentalist wins peace prize","Wangari Maathai, a Kenyan woman who started an environmental movement that has planted 30 million trees in Africa and who has campaigned for women #39;s rights and greater democracy in her home country, won the 2004 Nobel Peace Prize yesterday.",1.0,"{""Class Index"": ""1""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.","Intel Doubles Dividend, Boosts Buyback by \$11.5 Bln (Update2)","Intel Corp., the world #39;s biggest computer-chip maker, doubled its quarterly dividend and boosted its stock buyback program by \$11.",3.0,"{""Class Index"": ""3""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Rates on short-term T-bills hit 30-month high,WASHINGTON -- Interest rates on short-term Treasury bills rose in yesterday's auction to the highest levels in 30 months.,3.0,"{""Class Index"": ""3""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Gibbs Won #39;t Take a Pass on This,"Soon after Joe Gibbs ended his 11-year retirement from football and reunited his distinguished offensive coaching staff this winter, a call went out to the NFL offices in New York.",2.0,"{""Class Index"": ""2""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Sybase releases free Express database for Linux,"In a bid to expand the customer base for its database software, Sybase Inc. released on Tuesday a free, limited version of its software for deployment on Linux systems.",4.0,"{""Class Index"": ""4""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.","Nowitzki, Mavericks Snap Timberwolves #39; Streak",Dirk Nowitzki scored 23 of his 34 points in the second half as the Dallas Mavericks snapped the Minnesota Timberwolves #39; five-game winning streak 97-87.,2.0,"{""Class Index"": ""2""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Is Apple Photogenic?,"With competitors avidly trying to nibble at the iPod #39;s market share, Apple (Nasdaq: AAPL) has released its ostensibly new and improved version.",4.0,"{""Class Index"": ""3""}",0.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Q amp;A : Merger changes little  for now,"Here are answers to some questions arising from the closing of Cingular Wireless #39; acquisition of AT amp;T Wireless. Q: With the merger, how will the combined company rank in the industry?",3.0,"{""Class Index"": ""3""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Weis Sues Doctors,Notre Dame head coach Charlie Weis files suit against the doctors who performed weight-loss surgery on him in 2002 that almost killed him.,2.0,"{""Class Index"": ""2""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",EU antitrust ruling on MCI overturned,"In a fresh blow to Europe #39;s antitrust enforcers, a top appeals tribunal said regulators wrongly blocked MCI WorldCom #39;s aborted bid to buy Sprint Corp in 2000.",3.0,"{""Class Index"": ""3""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Jobless Claims Rise Unexpectedly," WASHINGTON (Reuters) - The number of Americans filing  initial claims for jobless pay grew unexpectedly last week to  357,000, Labor Department data showed on Thursday, but an  official said an increase in the week after a public holiday  was typical.",3.0,"{""Class Index"": ""3""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Sudan says it will abide by 'unfair' UN resolution on Darfur (AFP),"AFP - Sudan has condemned as  quot;unfair quot; a new UN resolution calling on Khartoum to restore security to the crisis-wracked Darfur region or face possible sanctions, but said it would abide by the UN's demands.",1.0,"{""Class Index"": ""1""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Letter threat to Dutch politician,A letter left on the body of murdered film-maker Theo van Gogh reportedly threatens the life of a liberal politician.,1.0,"{""Class Index"": ""1""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Pakistan and India agree to cooperate on easing tensions and &lt;b&gt;...&lt;/b&gt;,The leaders of India and Pakistan promised Friday to work together to  quot;restore normalcy and cooperation quot; between their countries and seek peace in the disputed Himalayan territory of Kashmir.,1.0,"{""Class Index"": ""1""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",George sits for first time in career,"Irving, TX (Sports Network) - Dallas Cowboys running back Eddie George was inactive for Sunday #39;s game against New Orleans as a healthy scratch and missed a game for the first time in his NFL career.",2.0,"{""Class Index"": ""2""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Palestinians Sift Rubble After Israel's Gaza Assault," JABALYA REFUGEE CAMP, Gaza Strip (Reuters) - Palestinians  sifted through the rubble of dozens of homes in a sprawling  refugee camp on Saturday after Israel ended its most powerful  assault in the Gaza Strip in four years of bloodshed.",1.0,"{""Class Index"": ""1""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Bulldogs shock K-State,"MANHATTAN, Kan. -- Paul Pinegar threw two touchdown passes to Matt Rivera and ran for another score, and Fresno State upset No. 13 Kansas State, 45-21, yesterday.",2.0,"{""Class Index"": ""2""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Hewitt advances to Round 3 at Paris Masters,"Second seed Lleyton Hewitt beat Gael Monfils 6-3, 7-6 (3) on Tuesday, turning back the French teenager #39;s bid for a second upset at the ?",2.0,"{""Class Index"": ""2""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.","** For the latest news, please refresh this page regularly **",What #39;s up? I see the whole world has their eyes on the Oscar vs. Bernard fight. My thought is Oscar is coming off with an upset.,2.0,"{""Class Index"": ""2""}",1.0
