prompt,Title,Description,Class Index,pred_answer,score
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Syria says it is ready for talks on peace,"DAMASCUS, Syria - Syrian President Bashar Assad is ready to resume peace talks with Israel  quot;without conditions, quot; a top UN envoy said yesterday.",1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Quickies put Pakistan on top in Perth,Pakistan pacemen Shoaib Akhtar and Mohammad Sami tore through Australia #39;s top order as the home side struggled to 72 for four at lunch on the opening day of the first test in Perth on Thursday.,2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",New Poll Shows Bush and Kerry in Dead Heat (Reuters),"Reuters - President Bush is now in a\statistical dead heat with Democratic challenger Sen. John\Kerry for the Nov. 2 election, in a tightening of the race\after the first debate last week, a poll on Monday showed.",1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Committee Recommends Abusive Clergy Ban (AP),"AP - A committee overseeing a review of the child protection plan adopted by Roman Catholic bishops has recommended preserving a ban on church work for clerics who molest young people, according to a document the panel has sent to all U.S. bishops.",1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",A target for terrorists,"An election campaign parades the political divide in the community. Yesterday, amid the extraordinary uncertainty about whether Australians had been taken hostage in Iraq, we saw the glue that unites the two sides of politics.",1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Darfur warring parties to meet in Nigeria for peace talks (AFP),AFP - Sudan's government and its foes in the Darfur region's rebel movements will meet on Monday for peace talks which mark a last chance for African diplomacy to solve the crisis before the United Nations steps in.,1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.","Former Executive Testifies, Offering Insider #39;s Look at Enron #39;s &lt;b&gt;...&lt;/b&gt;","A former executive who was a participant in the wrongdoing that helped cripple Enron testified on Monday, providing the first glimpse through the eyes of a principal of ",3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.","Roundup: Illini men rise to top of AP poll, win game",There was little celebrating when Illinois men #39;s players found out they were ranked No. 1 in the nation yesterday afternoon. There was a game to play at night.,2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Heineken Profit Dips But Repeats Outlook," AMSTERDAM (Reuters) - Dutch brewer Heineken posted a 4.5  percent fall in core profit for the first half on Wednesday, at  the low end of expectations as a weak dollar and sluggish  markets hurt business.",3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Utah Caps Unbeaten Season With Rout of BYU (AP),"AP - Utah beat rival Brigham Young 52-21 Saturday, completing its first unbeaten season since 1930 and putting the Utes one step closer to the first appearance in the Bowl Championship Series for a team from a mid-major conference.",2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.","Winslow, McAllister, Maddox Among Injured (AP)",AP - The rookie season of Cleveland Browns tight end Kellen Winslow Jr. may have ended after just two games.,2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Microsoft to help users prep for patching,Microsoft said today that it plans to give customers three days' advance notice about its monthly security updates to help them prepare to install related software patches.,4.0,"{""Class Index"": ""4""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",STOCKS  amp; BONDS Technology Issues Lead Rally as the 4th Quarter &lt;b&gt;...&lt;/b&gt;,tocks rose yesterday amid heavy trading on the first day of the fourth quarter as PeopleSoft and chip-related stocks sent the Nasdaq to its highest level in more than two months.,3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Poland to Reduce Force In Iraq,"Poland will significantly reduce its number of troops in Iraq by the end of 2005, the country #39;s defense minister said on Monday.",1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Miss Peru takes Miss World crown,"Twenty-year-old Miss Peru has been crowned Miss World in a southern Chinese resort town, as China looks to become the regular host of an event that would have once been deemed heretical by its Communist leaders.",2.0,"{""Class Index"": ""1""}",0.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Greenspan Worried Congress to Bar Options Expensing, WASHINGTON (Reuters) - Federal Reserve Chairman Alan  Greenspan on Friday said he was very worried Congress would try  to thwart efforts by the Financial Accounting Standards Board  to require expensing of stock options.,3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Cheney: Kerry 'Wrong Choice' for President (AP),"AP - Vice President Dick Cheney said Tuesday that the nation faces the threat of another terrorist attack if voters make the ""wrong choice"" on Election Day, suggesting that Sen. John Kerry would follow a pre-Sept. 11 policy of reacting defensively.",1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.","Griffin, Davis Both Sitting Out (AP)",AP - Starting running backs Quentin Griffin of the Broncos and Stephen Davis of the Panthers both were inactive for Sunday's game.,2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Skulls Trojan keelhauls Symbian phones,"Users with Symbian-based mobile phones have been hit by malicious code that disables smartphone features. Skulls, a Trojan horse program that poses as gaming software, is one of the first examples of malicious code to successfully infect mobiles.",4.0,"{""Class Index"": ""4""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",SafeGuard Offers Easy Hard-Drive Protection,Upgraded version of this encryption app adds plenty of tools for networked users.,4.0,"{""Class Index"": ""4""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Griffin to Anchor D-Line,"The Redskins expect huge things from 300-pound Cornelius Griffin, who was signed to aid the team's weakest unit - the defensive line.",2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Ninety million Bagle worms kill the Windows XP2 firewall,"Earlier this year Microsoft released a major security update for Windows XP, which was designed to strengthen the operating systems defences against attack from viruses and hackers.",4.0,"{""Class Index"": ""4""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Music lovers can download entire track on their Mobile Phone,Here is good news for music lovers! Now you can download the entire track on your mobile phone. This is made possible as two giants US-based Melodeo and Warner Music Group has signed an agreement whereby consumers ,4.0,"{""Class Index"": """"}",0.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Inzamam happy with win,Captain Inzamam-ul-Haq praised his spinners after Pakistan knocked Kenya out of the Champions Trophy with a seven-wicket win at Edgbaston.,2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Australia  #39;living beyond its means #39;,Environmental organisation WWF International has warned that the global population is consuming about 20 per cent more natural resources than the planet can produce.,4.0,"{""Class Index"": ""4""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.","Sony, IBM, and Toshiba Reveal Additional Details on Cell Chip",Initial versions of PlayStation 3 chip will not be produced with a cutting-edge chip-making technology. The four companies developing the Cell consumer electronics microprocessor released a few more details ,4.0,"{""Class Index"": ""4""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Half.com to continue at full speed,This fourth priority #39;s main focus has been improving or obtaining CRM and ERP software for the past year and a half. Online auction giant eBay won #39;t be closing down its Half.,4.0,"{""Class Index"": ""3""}",0.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Lions have their work cut out for them against Manning,You see it every time Indianapolis Colts quarterback Peyton Manning steps to the line of scrimmage before taking the snap. It #39;s like he #39;s going through his own little workout routine.,2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Athletics: Dominant Phillips takes long jump gold,ATHENS - Dwight Phillips of the United States completed a hat-trick of global long jump titles when he crushed the field with his opening leap in Thursday #39;s final to win Olympic gold.,2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Blurry Image Might Be First Picture of Exoplanet,"The image of a blurry red ball near a failed star just might be the first picture ever snapped of a planet outside our solar system, an astronomer who helped find the object said on Monday.",4.0,"{""Class Index"": ""4""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.","First Howard, Now Mel: Karmazin Joins Sirius As CEO","Hours after his close associate Howard Stern addressed a teeming crowd about the benefits of Sirius Satellite Radio, former Viacom Chief Operating Officer and President Mel Karmazin announced that he has signed onto the fledgling company as CEO.",3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Smith saves United,"LONDON, Aug. 28. - Alan Smith scored a late equaliser for Manchester United today as the side tied 1-1 at Blackburn. Sir Alex Fergusons side looked headed for their second Premier League defeat of the ",2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Techs Hit Asian Shares Lower; Oil Down (Reuters),"Reuters - Technology stocks led Asian share\markets lower Friday after a retreat by their U.S. peers, with\investors cautious amid record-breaking oil prices and ahead of\U.S. jobs data later in the day.",3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.","Lockheed Profit Jumps on IT, Jet Demand","&lt;p&gt;\&lt;/p&gt;&lt;p&gt; NEW YORK (Reuters) - No. 1 U.S. defense contractor Lockheed\Martin Corp. &lt;LMT.N&gt; reported a 41 percent rise in quarterly\profit on Tuesday, beating Wall Street forecasts, as demand\soared for its combat aircraft and information technology\services.&lt;/p&gt;",4.0,"{""Class Index"": ""3""}",0.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",UPDATE 1-Bayern rein in Wolfsburg with Pizarro double,"Bayern Munich reined in Bundesliga leaders Wolfsburg on Tuesday with a 2-0 victory, courtesy of a double strike from Peruvian striker Claudio Pizarro in his first match in a month.",2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",NBA brawl sends wrong message to all of us,"Ever since last Friday night #39;s NBA brawl in Detroit, I have tried to make sense out of the whole mess. I have watched replay after replay of the ordeal, hoping to come up with some sort of reason ",2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Rumsfeld turns to radio interviews in battleground states to defend Iraq situation (AFP),"AFP - US Defense Secretary Donald Rumsfeld says he has been ordered not to comment on the presidential elections, but it hasn't kept him from defending the war in Iraq in interviews with radio talk show hosts in battleground states.",1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Coalition holds off efforts to take rebel-run cities,"US surgical strikes continue in Fallujah, Samarra, and Tal Afar. But US says Iraqi forces are not ready to launch major attacks. By Howard LaFranchi.",1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",PalmSource Promises Linux OS,"PalmSource today promised a Linux version of its operating system, together with a cut-down offering for use in budget mobiles, after buying mobile phone developer China Mobilesoft.",4.0,"{""Class Index"": ""4""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Toronto Raptors Team Report - November 20,(Sports Network) - The Toronto Raptors found themselves on the wrong end of a 101-94 decision against the red-hot Seattle SuperSonics on Friday at the Air Canada Centre.,2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Pakistan Test-Fires Nuclear Missile,"Pakistan has successfully test fired a medium-range, nuclear-capable missile that could hit most cities in neighbouring India. Defence officials said the exercise was not intended as a message to the South Asian rival.",1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Dollar Stabilizes Above Recent Lows (Reuters),"Reuters - The dollar edged up against the yen and\steadied against the euro on Friday, but kept within sight of\multi-month lows hit this week on worries about the U.S.\economy and its ability to attract global investors.",3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Indian state rolls out wireless broadband,Government in South Indian state of Kerala sets up wireless kiosks as part of initiative to bridge digital divide.,4.0,"{""Class Index"": ""4""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",New Fat-Busting Microwave Oven Unveiled," TOKYO (Reuters) - Eyeing up that juicy steak but worried  about your waistline? Japanese electronics maker Sharp Corp.  &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=6753.T qtype=sym infotype=info qcat=news""&gt;6753.T&lt;/A&gt; says it has developed a new fat-busting microwave oven  that can melt some of your worries away.",4.0,"{""Class Index"": ""4""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.","Microsoft intros new mice, keyboards","Microsoft announced on Wednesday five new mice and keyboards: Wireless Optical Desktop, which comes with a wireless mouse and keyboard; Wireless Notebook Optical Mouse; Digital Media Pro Keyboard; and Standard Wireless Optical Mouse.",4.0,"{""Class Index"": ""4""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.","Yahoo, EarthLink Test DomainKeys Spoofing Defense","Yahoo announced enhancements to its e-mail service, implementing search, more storage and its DomainKeys sender authentication technology, which is also being deployed by Internet service provider EarthLink in a test roll-out.",4.0,"{""Class Index"": ""4""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Last minute name change for Nvidia #39;s new GeForce 6200 with &lt;b&gt;...&lt;/b&gt;,PCI Express allows Nvidia to tap into system memory to save expensive on-board graphics memory and achieve high performance at the same time.,4.0,"{""Class Index"": ""4""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",U.S. Forces Kill 50 Sadr Militia in Baghdad Suburb," BAGHDAD (Reuters) - U.S. forces killed more than 50 Shi'ite  militiamen on Wednesday in a significant advance into a Baghdad  suburb that is a powerbase for radical cleric Moqtada al-Sadr,  the military said.",1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Microsoft reworks antispam spec to silence critics,"com October 25, 2004, 6:49 PM PT. This priority retains its ranking at number five as more and more companies deploy Web Services to share business logic, data and processes with each other and with clients.",4.0,"{""Class Index"": ""4""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Microsoft to hire hundreds in India,Microsoft on Tuesday announced its decision to localise Windows and Office software in 14 Indian languages over the next 12 months and that the company would hire  #39;hundreds #39; in India this year.,3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",U.N.: Traces of Plutonium Found in Egypt (AP),"AP - U.N. experts have found traces of plutonium near an Egyptian nuclear facility and are investigating whether it could be weapons-related or simply a byproduct of the country's peaceful atomic activities, diplomats told The Associated Press on Friday.",1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Football: Brazil legend's UK debut,Brazil football great Socrates is set to make his debut for non-league Garforth Town on Saturday.,1.0,"{""Class Index"": ""2""}",0.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Chicago OKs Cubs to Play at Wrigley Field (AP),AP - The city gave the Chicago Cubs the go-ahead to play ball at Wrigley Field on Monday night after the stadium passed another round of inspections of repair work done on its crumbling upper deck.,2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Sadr aide freed as Iraq seeks pre-election calm,"could help the interim government #39;s efforts to calm rebel-held strongholds before elections due in January. colleague, Sheikh Mahmoud Sudani, after he got out of jail on Thursday.",1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.","Berkman tears ACL, may be out until June","HOUSTON - Houston Astros star outfielder Lance Berkman suffered a torn ACL in his right knee and will undergo arthroscopic surgery within the next 10 days, the team announced Friday.",2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.","Illini hit on all cylinders, zap Zags","There #39;s no way No. 5 Illinois could have shredded THE Gonzaga, king of the mid-majors, the way it demolished its opponent at Conseco Fieldhouse on Saturday.",2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.","PeopleSoft gives in to Oracle, takes bid","PeopleSoft Inc. capitulated to Oracle Corp., accepting a sweetened \$10.3 billion takeover offer to end an 18-month battle that pitted PeopleSoft against its investors and led to the ouster of its chief executive.",3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Oram shuns Cairns comparisons,Brisbane - New Zealand batting hero Jacob Oram shunned comparisons with one of his country #39;s great all-rounders Chris Cairns after he bludgeoned the Kiwis into contention against Australia here on Friday.,2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",EasyMobile launch set for March,Denmark #39;s leading telecoms operator TDC says it will launch a low-budget mobile telephone operator dubbed  quot;easyMobile quot; with mobile network operator T-Mobile in Britain in March 2005.,3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",The Discreet Charm of the Very Bourgeois Toy Store?,"F.A.O. Schwarz may be shuttered and dark, but its catalog is somersaulting back in the direction of well-heeled children and the adults who indulge them.",3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Wal-Mart Dec. Sales Seen Up 1-3 Pct (Reuters),Reuters - Wal-Mart Stores Inc.  said on\Saturday it still expects a 1 percent to 3 percent increase in\December sales at its U.S. stores open at least a year.,3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Two Charged in S. African Nuclear Trafficking Case,"JOHANNESBURG, Sept. 9 -- A German man and his colleague appeared in court Thursday on charges of violating South Africa #39;s ban against nuclear proliferation, according to news reports.",1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Sudanese Decry UN Threat of Sanctions,Sudan said Sunday that the UN Security Council #39;s resolution threatening oil sanctions if it failed to end violence in the country #39;s western region of Darfur was unfair ,1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Israel Kills 10 Palestinians in Gaza Camp Raid," GAZA (Reuters) - Israeli tanks and troops backed by  helicopter gunships stormed Khan Younis refugee camp, a Gaza  militant stronghold, on Monday, killing 10 Palestinians  including an 11-year-old boy, medics and witnesses said.",1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",ATA Files for Bankruptcy Protection,"ATA Holdings Corp. (ATAH), parent of struggling low-cost carrier ATA Airlines, on Tuesday filed for Chapter 11 bankruptcy protection as falling fares and soaring fuel prices drained it of cash.",3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Baseball #39;s return: a long time coming for DC,"The last time the nation #39;s capital was home to the national pastime, the game was literally a riot. Fans stormed the field with two outs in the ninth inning of the Washington Senators #39; farewell appearance at RFK Stadium on Sept.",2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Zimbabwe cricket tour collapses,"England #39;s tour to Zimbabwe was on the brink of cancellation last night after David Morgan, the chairman of the England and Wales Cricket Board, instructed Michael Vaughan #39;s team not to board a flight to Harare an hour before it was scheduled to leave ",2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",DAILY DIGEST,"RealNetworks Inc. has sold about 3 million songs online during a three- week, half-price sale designed to promote an alternative to Apple Computer Inc.",4.0,"{""Class Index"": ""3""}",0.0
